experiment,seed,variant,split,arch,metric,value,threshold,rank,n_compared,n_tied_at_value
revision_auc_sweep,1234,gt,internal_val,inception_v3,auc,0.8700189753320684,0.7247374057769775,10,13,1
revision_auc_sweep,1234,gt,internal_val,resnet50,auc,0.8638836179633144,0.5205893516540527,11,13,1
revision_auc_sweep,1234,gt,internal_val,resnet101,auc,0.8306135357368754,0.19690828025341034,12,13,1
revision_auc_sweep,1234,gt,internal_val,efficientnet_b5,auc,0.8232131562302339,0.6665834784507751,13,13,1
revision_auc_sweep,2025,gt,internal_val,efficientnet_b2,accuracy,0.8715953307392996,0.5464714765548706,1,13,1
revision_auc_sweep,2025,gt,internal_val,inception_v3,accuracy,0.8560311284046692,0.6402603387832642,2,13,1
revision_auc_sweep,2025,gt,internal_val,efficientnet_b0,accuracy,0.8482490272373541,0.4588787257671356,3,13,1
revision_auc_sweep,2025,gt,internal_val,efficientnet_b4,accuracy,0.8443579766536965,0.4779339134693146,4,13,1
revision_auc_sweep,2025,gt,internal_val,efficientnet_b1,accuracy,0.8249027237354085,0.5,5,13,1
revision_auc_sweep,2025,gt,internal_val,densenet201,accuracy,0.8210116731517509,0.6629921197891235,6,13,2
revision_auc_sweep,2025,gt,internal_val,efficientnet_b3,accuracy,0.8210116731517509,0.5,6,13,2
revision_auc_sweep,2025,gt,internal_val,densenet121,accuracy,0.8093385214007782,0.5623857378959656,8,13,1
revision_auc_sweep,2025,gt,internal_val,vgg19,accuracy,0.8054474708171206,0.7603930830955505,9,13,1
revision_auc_sweep,2025,gt,internal_val,resnet101,accuracy,0.7976653696498055,0.522604763507843,10,13,1
revision_auc_sweep,2025,gt,internal_val,efficientnet_b5,accuracy,0.7937743190661478,0.6214102506637573,11,13,1
revision_auc_sweep,2025,gt,internal_val,resnet50,accuracy,0.7859922178988327,0.5378850698471069,12,13,1
revision_auc_sweep,2025,gt,internal_val,resnet18,accuracy,0.7782101167315175,0.37362900376319885,13,13,1
revision_auc_sweep,2025,gt,internal_val,efficientnet_b2,auc,0.9384566729917774,0.5464714765548706,1,13,1
revision_auc_sweep,2025,gt,internal_val,inception_v3,auc,0.9196710942441493,0.6402603387832642,2,13,1
revision_auc_sweep,2025,gt,internal_val,efficientnet_b0,auc,0.910752688172043,0.4588787257671356,3,13,1
revision_auc_sweep,2025,gt,internal_val,efficientnet_b4,auc,0.9079696394686908,0.4779339134693146,4,13,1
revision_auc_sweep,2025,gt,internal_val,efficientnet_b3,auc,0.8991777356103731,0.5,5,13,1
revision_auc_sweep,2025,gt,internal_val,efficientnet_b1,auc,0.8915876027830487,0.5,6,13,1
revision_auc_sweep,2025,gt,internal_val,densenet201,auc,0.8824794433902593,0.6629921197891235,7,13,1
revision_auc_sweep,2025,gt,internal_val,densenet121,auc,0.8702719797596458,0.5623857378959656,8,13,1
revision_auc_sweep,2025,gt,internal_val,resnet101,auc,0.8692599620493359,0.522604763507843,9,13,1
revision_auc_sweep,2025,gt,internal_val,efficientnet_b5,auc,0.8638836179633144,0.6214102506637573,10,13,1
revision_auc_sweep,2025,gt,internal_val,vgg19,auc,0.8624288425047439,0.7603930830955505,11,13,1
revision_auc_sweep,2025,gt,internal_val,resnet18,auc,0.8475015812776723,0.37362900376319885,12,13,1
revision_auc_sweep,2025,gt,internal_val,resnet50,auc,0.8473750790638837,0.5378850698471069,13,13,1
